       Аналоговые парамeтры:
 Кан.   Имя  Название
    6  HGRV Геометр. высота
  117    EG Откл. РСЗ глисс.

       Бинарные сигналы:
    Кан.   Имя  Название
   128-1  AGND Земля-воздух

        	AGND	HGRV	EG
 3:49:17	1	0,6	-0,36
 3:49:18	1	0,9	-0,32
 3:49:19	1	1,2	-0,30
 3:49:20	1	0,9	-0,31
 3:49:21	1	0,9	-0,33
 3:49:22	1	0,3	-0,33
 3:49:23	1	0,9	-0,35
 3:49:24	1	0,6	-0,38
 3:49:25	1	0,6	-0,36
 3:49:26	1	0,0	-0,35
 3:49:27	1	0,9	-0,35
 3:49:28	1	0,0	-0,29
 3:49:29	1	0,6	-0,31
 3:49:30	1	0,6	-0,34
 3:49:31	1	0,9	-0,36
 3:49:32	1	0,9	-0,34
 3:49:33	1	0,0	-0,37
 3:49:34	1	0,0	-0,36
 3:49:35	1	0,0	-0,35
 3:49:36	1	0,0	-0,33
 3:49:37	1	0,0	-0,33
 3:49:38	1	0,9	-0,24
 3:49:39	1	0,3	-0,24
 3:49:40	1	0,0	-0,08
 3:49:41	1	0,9	-0,33
 3:49:42	1	0,6	-0,11
 3:49:43	1	0,0	-0,09
 3:49:44	1	0,3	-0,34
 3:49:45	1	0,6	-0,32
 3:49:46	1	0,0	-0,31
 3:49:47	1	0,9	-0,30
 3:49:48	1	0,0	-0,36
 3:49:49	1	0,3	-0,11
 3:49:50	1	0,9	-0,24
 3:49:51	1	0,0	-0,23
 3:49:52	1	0,3	-0,31
 3:49:53	1	0,6	-0,25
 3:49:54	1	0,0	-0,29
 3:49:55	1	0,0	-0,46
 3:49:56	1	0,6	-0,29
 3:49:57	1	0,3	-0,32
 3:49:58	1	0,0	-0,20
 3:49:59	1	0,9	-0,18
 3:50:00	1	0,0	-0,24
 3:50:01	1	0,9	-0,23
 3:50:02	1	0,6	-0,22
 3:50:03	1	1,2	-0,22
 3:50:04	1	0,3	-0,18
 3:50:05	1	0,9	-0,13
 3:50:06	1	1,2	-0,07
 3:50:07	1	0,6	-0,27
 3:50:08	1	0,6	-0,31
 3:50:09	1	0,9	-0,31
 3:50:10	1	0,9	-0,21
 3:50:11	1	1,2	-0,21
 3:50:12	1	0,6	-0,28
 3:50:13	1	0,9	-0,36
 3:50:14	1	0,6	-0,36
 3:50:15	1	0,9	-0,37
 3:50:16	1	0,3	-0,38
 3:50:17	1	0,9	-0,38
 3:50:18	1	0,9	-0,38
 3:50:19	1	0,6	-0,37
 3:50:20	1	0,0	-0,30
 3:50:21	1	0,9	-0,33
 3:50:22	1	0,0	-0,38
 3:50:23	1	0,0	-0,37
 3:50:24	1	0,0	-0,38
 3:50:25	1	0,0	-0,38
 3:50:26	1	0,3	-0,38
 3:50:27	1	0,0	-0,34
 3:50:28	1	0,3	-0,33
 3:50:29	1	0,6	-0,30
 3:50:30	1	1,5	-0,39
 3:50:31	1	0,6	-0,39
 3:50:32	1	0,9	-0,41
 3:50:33	1	1,5	-0,41
 3:50:34	1	0,6	-0,40
 3:50:35	1	0,3	-0,39
 3:50:36	1	0,3	-0,37
 3:50:37	1	0,0	-0,34
 3:50:38	1	0,0	-0,32
 3:50:39	1	0,0	-0,38
 3:50:40	1	0,0	-0,38
 3:50:41	1	0,6	-0,37
 3:50:42	1	0,6	-0,37
 3:50:43	1	0,3	-0,38
 3:50:44	1	1,2	-0,38
 3:50:45	1	0,9	-0,38
 3:50:46	1	0,6	-0,38
 3:50:47	1	0,3	-0,38
 3:50:48	1	0,3	-0,38
 3:50:49	1	0,9	-0,39
 3:50:50	1	0,3	-0,38
 3:50:51	1	1,2	-0,38
 3:50:52	1	0,9	-0,34
 3:50:53	1	0,6	-0,39
 3:50:54	1	0,3	-0,39
 3:50:55	1	1,2	-0,39
 3:50:56	1	1,8	-0,39
 3:50:57	1	0,3	-0,38
 3:50:58	1	0,6	-0,37
 3:50:59	1	0,9	-0,36
 3:51:00	1	0,9	-0,35
 3:51:01	1	0,6	-0,19
 3:51:02	1	0,3	-0,35
 3:51:03	1	0,6	-0,34
 3:51:04	1	0,0	-0,37
 3:51:05	1	0,3	-0,36
 3:51:06	1	0,3	-0,36
 3:51:07	1	0,0	-0,36
 3:51:08	1	0,3	-0,36
 3:51:09	1	0,3	-0,37
 3:51:10	1	0,3	-0,37
 3:51:11	1	0,3	-0,37
 3:51:12	1	0,3	-0,37
 3:51:13	1	0,3	-0,38
 3:51:14	1	0,3	-0,37
 3:51:15	1	0,3	-0,38
 3:51:16	1	0,3	-0,37
 3:51:17	1	0,0	-0,37
 3:51:18	1	1,8	-0,38
 3:51:19	1	0,3	-0,37
 3:51:20	1	0,3	-0,37
 3:51:21	1	0,0	-0,37
 3:51:22	1	0,3	-0,38
 3:51:23	1	0,3	-0,37
 3:51:24	1	0,9	-0,37
 3:51:25	1	0,3	-0,37
 3:51:26	1	0,3	-0,38
 3:51:27	1	0,3	-0,38
 3:51:28	1	0,3	-0,38
 3:51:29	1	0,0	-0,38
 3:51:30	1	0,0	-0,38
 3:51:31	1	0,3	-0,38
 3:51:32	1	0,3	-0,37
 3:51:33	1	0,3	-0,37
 3:51:34	1	0,3	-0,37
 3:51:35	1	0,3	-0,37
 3:51:36	1	0,3	-0,37
 3:51:37	1	0,6	-0,37
 3:51:38	1	0,3	-0,37
 3:51:39	1	0,3	-0,37
 3:51:40	1	1,2	-0,36
 3:51:41	1	0,3	-0,36
 3:51:42	1	0,6	-0,36
 3:51:43	1	0,3	-0,37
 3:51:44	1	0,6	-0,37
 3:51:45	1	0,6	-0,36
 3:51:46	1	0,3	-0,36
 3:51:47	1	0,3	-0,36
 3:51:48	1	0,3	-0,36
 3:51:49	1	0,6	-0,33
 3:51:50	1	0,6	-0,34
 3:51:51	1	0,0	-0,29
 3:51:52	1	0,3	-0,20
 3:51:53	1	0,3	-0,21
 3:51:54	1	0,0	-0,40
 3:51:55	1	0,3	-0,40
 3:51:56	1	0,0	-0,39
 3:51:57	1	0,3	-0,38
 3:51:58	1	0,3	-0,39
 3:51:59	1	0,0	-0,39
 3:52:00	1	0,0	-0,38
 3:52:01	1	0,0	-0,35
 3:52:02	1	0,0	-0,35
 3:52:03	1	0,0	-0,36
 3:52:04	1	0,0	-0,36
 3:52:05	1	0,3	-0,35
 3:52:06	1	0,0	-0,35
 3:52:07	1	1,2	-0,36
 3:52:08	1	1,2	-0,37
 3:52:09	1	0,6	-0,38
 3:52:10	1	0,3	-0,38
 3:52:11	1	0,0	-0,38
 3:52:12	1	0,3	-0,38
 3:52:13	1	0,9	-0,38
 3:52:14	1	0,3	-0,37
 3:52:15	1	0,3	-0,39
 3:52:16	1	0,0	-0,39
 3:52:17	1	0,0	-0,38
 3:52:18	1	0,0	-0,39
 3:52:19	1	0,0	-0,38
 3:52:20	1	0,3	-0,39
 3:52:21	1	0,0	-0,40
 3:52:22	1	0,0	-0,35
 3:52:23	1	0,0	-0,40
 3:52:24	1	0,0	-0,40
 3:52:25	1	0,0	-0,40
 3:52:26	1	0,6	-0,39
 3:52:27	1	0,6	-0,40
 3:52:28	1	0,3	-0,42
 3:52:29	1	0,6	-0,39
 3:52:30	1	0,9	-0,39
 3:52:31	1	0,6	-0,39
 3:52:32	1	0,0	-0,40
 3:52:33	1	0,0	-0,40
 3:52:34	1	1,5	-0,39
 3:52:35	1	0,9	-0,39
 3:52:36	1	0,0	-0,40
 3:52:37	1	0,9	-0,40
 3:52:38	1	0,0	-0,40
 3:52:39	1	0,3	-0,40
 3:52:40	1	0,9	-0,40
 3:52:41	1	0,0	-0,40
 3:52:42	1	0,0	-0,40
 3:52:43	1	0,0	-0,39
 3:52:44	1	0,0	-0,39
 3:52:45	1	0,6	-0,42
 3:52:46	1	0,0	-0,41
 3:52:47	1	0,3	-0,37
 3:52:48	1	0,3	-0,39
 3:52:49	1	0,0	-0,40
 3:52:50	1	0,3	-0,40
 3:52:51	1	0,0	-0,39
 3:52:52	1	0,0	-0,39
 3:52:53	1	0,9	-0,39
 3:52:54	1	0,0	-0,40
 3:52:55	1	0,6	-0,40
 3:52:56	1	0,6	-0,40
 3:52:57	1	0,6	-0,40
 3:52:58	1	0,0	-0,40
 3:52:59	1	0,3	-0,40
 3:53:00	1	0,3	-0,40
 3:53:01	1	0,9	-0,40
 3:53:02	1	0,9	-0,40
 3:53:03	1	0,9	-0,40
 3:53:04	1	0,9	-0,40
 3:53:05	1	0,9	-0,40
 3:53:06	1	0,9	-0,40
 3:53:07	1	0,0	-0,40
 3:53:08	1	0,6	-0,40
 3:53:09	1	0,3	-0,40
 3:53:10	1	0,0	-0,40
 3:53:11	1	0,0	-0,40
 3:53:12	1	0,6	-0,40
 3:53:13	1	0,0	-0,40
 3:53:14	1	0,0	-0,40
 3:53:15	1	0,0	-0,40
 3:53:16	1	0,0	-0,40
 3:53:17	1	0,0	-0,40
 3:53:18	1	0,0	-0,40
 3:53:19	1	0,3	-0,40
 3:53:20	1	0,0	-0,40
 3:53:21	1	0,0	-0,40
 3:53:22	1	0,3	-0,40
 3:53:23	1	0,6	-0,40
 3:53:24	1	0,6	-0,41
 3:53:25	1	0,0	-0,40
 3:53:26	1	0,6	-0,40
 3:53:27	1	0,6	-0,39
 3:53:28	1	0,6	-0,39
 3:53:29	1	0,6	-0,39
 3:53:30	1	0,3	-0,41
 3:53:31	1	0,9	-0,39
 3:53:32	1	0,0	-0,40
 3:53:33	1	0,0	-0,41
 3:53:34	1	0,3	-0,41
 3:53:35	1	0,6	-0,39
 3:53:36	1	0,9	-0,39
 3:53:37	1	0,0	-0,38
 3:53:38	1	0,0	-0,38
 3:53:39	1	0,0	-0,38
 3:53:40	1	0,0	-0,12
 3:53:41	1	0,0	-0,11
 3:53:42	1	0,0	0,20
 3:53:43	1	0,0	-0,34
 3:53:44	1	0,6	-0,14
 3:53:45	1	0,0	0,04
 3:53:46	1	0,3	-0,12
 3:53:47	1	0,0	-0,13
 3:53:48	1	0,0	0,13
 3:53:49	1	0,0	0,14
 3:53:50	1	0,0	0,15
 3:53:51	1	0,0	-0,01
 3:53:52	1	0,0	0,00
 3:53:53	1	0,0	0,00
 3:53:54	1	0,0	-0,15
 3:53:55	1	0,0	-0,15
 3:53:56	0	0,0	0,00
 3:53:57	0	0,0	0,00
 3:53:58	0	0,0	0,00
 3:53:59	0	0,6	0,00
 3:54:00	0	1,8	0,00
 3:54:01	0	4,0	0,00
 3:54:02	0	7,6	0,00
 3:54:03	0	12,2	0,00
 3:54:04	0	18,0	0,00
 3:54:05	0	24,4	0,00
 3:54:06	0	31,7	0,00
 3:54:07	0	39,3	0,00
 3:54:08	0	46,9	0,00
 3:54:09	0	55,5	0,00
 3:54:10	0	65,2	0,00
 3:54:11	0	72,8	0,00
 3:54:12	0	81,4	0,00
 3:54:13	0	89,9	0,00
 3:54:14	0	99,4	0,00
 3:54:15	0	109,1	0,00
 3:54:16	0	119,2	0,00
 3:54:17	0	128,3	-0,07
 3:54:18	0	138,7	-0,12
 3:54:19	0	150,0	0,02
 3:54:20	0	159,1	0,01
 3:54:21	0	169,8	0,06
 3:54:22	0	178,3	0,07
 3:54:23	0	187,1	0,11
 3:54:24	0	196,0	0,12
 3:54:25	0	206,0	0,12
 3:54:26	0	214,9	0,11
 3:54:27	0	221,9	0,15
 3:54:28	0	233,2	0,14
 3:54:29	0	238,4	0,14
 3:54:30	0	246,3	0,14
 3:54:31	0	249,3	0,14
 3:54:32	0	260,0	0,15
 3:54:33	0	266,1	0,17
 3:54:34	0	273,7	0,21
 3:54:35	0	282,5	0,20
 3:54:36	0	284,7	0,20
 3:54:37	0	294,7	0,19
 3:54:38	0	305,1	0,19
 3:54:39	0	312,7	0,22
 3:54:40	0	321,0	0,21
 3:54:41	0	326,7	0,20
 3:54:42	0	333,1	0,19
 3:54:43	0	339,9	0,20
 3:54:44	0	346,6	0,23
 3:54:45	0	354,2	0,21
 3:54:46	0	362,7	0,20
 3:54:47	0	370,6	0,20
 3:54:48	0	379,2	0,21
 3:54:49	0	388,9	0,20
 3:54:50	0	399,0	0,20
 3:54:51	0	410,9	0,21
 3:54:52	0	421,5	0,22
 3:54:53	0	434,9	0,23
 3:54:54	0	447,4	0,24
 3:54:55	0	464,5	0,25
 3:54:56	0	478,2	0,26
 3:54:57	0	491,9	0,26
 3:54:58	0	505,4	0,25
 3:54:59	0	518,8	0,25
 3:55:00	0	533,4	0,27
 3:55:01	0	546,5	0,29
 3:55:02	0	560,5	0,30
 3:55:03	0	577,3	0,30
 3:55:04	0	594,1	0,30
 3:55:05	0	606,6	0,29
 3:55:06	0	620,0	0,31
 3:55:07	0	630,3	0,32
 3:55:08	0	644,3	0,33
 3:55:09	0	658,1	0,32
 3:55:10	0	670,9	0,31
 3:55:11	0	684,0	0,30
 3:55:12	0	696,5	0,29
 3:55:13	0	708,4	0,29
 3:55:14	0	719,6	0,00
 3:55:15	0	728,2	0,00
 3:55:16	0	739,4	0,00
 3:55:17	0	748,3	0,00
 3:55:18	0	749,8	0,00
 3:55:19	0	749,8	0,00
 3:55:20	0	749,8	0,00
 3:55:21	0	749,8	0,00
 3:55:22	0	749,8	0,00
 3:55:23	0	749,8	0,00
 3:55:24	0	749,8	0,00
 3:55:25	0	749,8	0,00
 3:55:26	0	749,8	0,00
 3:55:27	0	749,8	0,00
 3:55:28	0	749,8	0,00
 3:55:29	0	749,8	0,00
 3:55:30	0	749,8	0,00
 3:55:31	0	749,8	0,00
 3:55:32	0	749,8	0,00
 3:55:33	0	749,8	0,00
 3:55:34	0	749,8	0,00
 3:55:35	0	749,8	0,31
 3:55:36	0	749,8	0,34
 3:55:37	0	749,8	0,00
 3:55:38	0	749,8	0,00
 3:55:39	0	749,8	0,00
 3:55:40	0	749,8	0,00
 3:55:41	0	749,8	0,00
 3:55:42	0	749,8	0,00
 3:55:43	0	749,8	0,00
 3:55:44	0	749,8	0,00
 3:55:45	0	749,8	0,00
 3:55:46	0	749,8	0,23
 3:55:47	0	749,8	0,23
 3:55:48	0	749,8	0,24
 3:55:49	0	749,8	0,22
 3:55:50	0	749,8	0,00
 3:55:51	0	749,8	0,00
 3:55:52	0	749,8	0,00
 3:55:53	0	749,8	0,00
 3:55:54	0	749,8	0,00
 3:55:55	0	749,8	0,00
 3:55:56	0	749,8	0,00
 3:55:57	0	749,8	0,22
 3:55:58	0	749,8	0,23
 3:55:59	0	749,8	0,00
 3:56:00	0	749,8	0,00
 3:56:01	0	749,8	0,00
 3:56:02	0	749,8	0,00
 3:56:03	0	749,8	0,00
 3:56:04	0	749,8	0,00
 3:56:05	0	749,8	0,00
 3:56:06	0	749,8	0,00
 3:56:07	0	749,8	0,00
 3:56:08	0	749,8	0,00
 3:56:09	0	749,8	0,00
 3:56:10	0	749,8	0,00
 3:56:11	0	749,8	0,00
 3:56:12	0	749,8	0,00
 3:56:13	0	749,8	0,00
 3:56:14	0	749,8	0,00
 3:56:15	0	749,8	0,00
 3:56:16	0	749,8	0,00
 3:56:17	0	749,8	0,00
 3:56:18	0	749,8	0,00
 3:56:19	0	749,8	0,00
 3:56:20	0	749,8	0,00
 3:56:21	0	749,8	0,00
 3:56:22	0	749,8	0,00
 3:56:23	0	749,8	0,00
 3:56:24	0	749,8	0,20
 3:56:25	0	749,8	0,20
 3:56:26	0	749,8	0,20
 3:56:27	0	749,8	0,20
 3:56:28	0	749,8	0,21
 3:56:29	0	749,8	0,18
 3:56:30	0	749,8	0,18
 3:56:31	0	749,8	0,20
 3:56:32	0	749,8	0,20
 3:56:33	0	749,8	0,18
 3:56:34	0	749,8	0,18
 3:56:35	0	749,8	0,20
 3:56:36	0	749,8	0,21
 3:56:37	0	749,8	0,00
 3:56:38	0	749,8	0,00
 3:56:39	0	749,8	0,00
 3:56:40	0	749,8	0,00
 3:56:41	0	749,8	0,00
 3:56:42	0	749,8	0,23
 3:56:43	0	749,8	0,22
 3:56:44	0	749,8	0,23
 3:56:45	0	749,8	0,24
 3:56:46	0	749,8	0,00
 3:56:47	0	749,8	0,00
 3:56:48	0	749,8	0,00
 3:56:49	0	749,8	0,00
 3:56:50	0	749,8	0,00
 3:56:51	0	749,8	0,00
 3:56:52	0	749,8	0,00
 3:56:53	0	749,8	0,00
 3:56:54	0	749,8	0,00
 3:56:55	0	749,8	0,00
 3:56:56	0	749,8	0,00
 3:56:57	0	749,8	0,00
 3:56:58	0	749,8	0,00
 3:56:59	0	749,8	0,00
 3:57:00	0	749,8	0,00
 3:57:01	0	749,8	0,00
 3:57:02	0	749,8	0,00
 3:57:03	0	749,8	0,00
 3:57:04	0	749,8	0,00
 3:57:05	0	749,8	0,00
 3:57:06	0	749,8	0,00
 3:57:07	0	749,8	0,00
 3:57:08	0	749,8	0,00
 3:57:09	0	749,8	0,00
 3:57:10	0	749,8	0,00
 3:57:11	0	749,8	0,00
 3:57:12	0	749,8	0,00
 3:57:13	0	749,8	0,00
 3:57:14	0	749,8	0,00
 3:57:15	0	749,8	0,00
 3:57:16	0	749,8	0,00
 3:57:17	0	749,8	0,00
 3:57:18	0	749,8	0,00
 3:57:19	0	749,8	0,00
 3:57:20	0	749,8	0,00
 3:57:21	0	749,8	0,00
 3:57:22	0	749,8	0,00
 3:57:23	0	749,8	0,00
 3:57:24	0	749,8	0,00
 3:57:25	0	749,8	0,00
 3:57:26	0	749,8	0,00
 3:57:27	0	749,8	0,00
 3:57:28	0	749,8	0,00
 3:57:29	0	749,8	0,00
 3:57:30	0	749,8	0,00
 3:57:31	0	749,8	0,00
 3:57:32	0	749,8	0,00
 3:57:33	0	749,8	0,00
 3:57:34	0	749,8	0,00
 3:57:35	0	749,8	0,00
 3:57:36	0	749,8	0,00
 3:57:37	0	749,8	0,00
 3:57:38	0	749,8	0,00
 3:57:39	0	749,8	0,00
 3:57:40	0	749,8	0,00
 3:57:41	0	749,8	0,00
 3:57:42	0	749,8	0,00
 3:57:43	0	749,8	0,00
 3:57:44	0	749,8	0,00
 3:57:45	0	749,8	0,00
 3:57:46	0	749,8	0,00
 3:57:47	0	749,8	0,00
 3:57:48	0	749,8	0,00
 3:57:49	0	749,8	0,00
 3:57:50	0	749,8	0,00
 3:57:51	0	749,8	0,00
 3:57:52	0	749,8	0,00
 3:57:53	0	749,8	0,00
 3:57:54	0	749,8	0,00
 3:57:55	0	749,8	0,00
 3:57:56	0	749,8	0,00
 3:57:57	0	749,8	0,00
 3:57:58	0	749,8	0,00
 3:57:59	0	749,8	0,00
 3:58:00	0	749,8	0,00
 3:58:01	0	749,8	0,00
 3:58:02	0	749,8	0,00
 3:58:03	0	749,8	0,00
 3:58:04	0	749,8	0,00
 3:58:05	0	749,8	0,00
 3:58:06	0	749,8	0,00
 3:58:07	0	749,8	0,00
 3:58:08	0	749,8	0,00
 3:58:09	0	749,8	0,00
 3:58:10	0	749,8	0,00
 3:58:11	0	749,8	0,00
 3:58:12	0	749,8	0,00
 3:58:13	0	749,8	0,00
 3:58:14	0	749,8	0,00
 3:58:15	0	749,8	0,00
 3:58:16	0	749,8	0,00
 3:58:17	0	749,8	0,00
 3:58:18	0	749,8	0,00
 3:58:19	0	749,8	0,00
 3:58:20	0	749,8	0,00
 3:58:21	0	749,8	0,00
 3:58:22	0	749,8	0,00
 3:58:23	0	749,8	0,00
 3:58:24	0	749,8	0,00
 3:58:25	0	749,8	0,00
 3:58:26	0	749,8	0,00
 3:58:27	0	749,8	0,00
 3:58:28	0	749,8	0,00
 3:58:29	0	749,8	0,00
 3:58:30	0	749,8	0,00
 3:58:31	0	749,8	0,00
 3:58:32	0	749,8	0,00
 3:58:33	0	749,8	0,00
 3:58:34	0	749,8	0,00
 3:58:35	0	749,8	0,00
 3:58:36	0	749,8	0,00
 3:58:37	0	749,8	0,00
 3:58:38	0	749,8	0,00
 3:58:39	0	749,8	0,00
 3:58:40	0	749,8	0,00
 3:58:41	0	749,8	0,00
 3:58:42	0	749,8	0,00
 3:58:43	0	749,8	0,00
 3:58:44	0	749,8	0,00
 3:58:45	0	749,8	0,00
 3:58:46	0	749,8	0,00
 3:58:47	0	749,8	0,00
 3:58:48	0	749,8	0,00
 3:58:49	0	749,8	0,00
 3:58:50	0	749,8	0,00
 3:58:51	0	749,8	0,00
 3:58:52	0	749,8	0,00
 3:58:53	0	749,8	0,00
 3:58:54	0	749,8	0,00
 3:58:55	0	749,8	0,00
 3:58:56	0	749,8	0,00
 3:58:57	0	749,8	0,00
 3:58:58	0	749,8	0,00
 3:58:59	0	749,8	0,00
 3:59:00	0	749,8	0,00
 3:59:01	0	749,8	0,00
 3:59:02	0	749,8	0,00
 3:59:03	0	749,8	0,00
 3:59:04	0	749,8	0,00
 3:59:05	0	749,8	0,00
 3:59:06	0	749,8	0,00
 3:59:07	0	749,8	0,00
 3:59:08	0	749,8	0,00
 3:59:09	0	749,8	0,00
 3:59:10	0	749,8	0,00
 3:59:11	0	749,8	0,00
 3:59:12	0	749,8	0,00
 3:59:13	0	749,8	0,00
 3:59:14	0	749,8	0,00
 3:59:15	0	749,8	0,00
 3:59:16	0	749,8	0,00
 3:59:17	0	749,8	0,00
 3:59:18	0	749,8	0,00
 3:59:19	0	749,8	0,00
 3:59:20	0	749,8	0,00
 3:59:21	0	749,8	0,00
 3:59:22	0	749,8	0,00
 3:59:23	0	749,8	0,00
 3:59:24	0	749,8	0,00
 3:59:25	0	749,8	0,00
 3:59:26	0	749,8	0,00
 3:59:27	0	749,8	0,00
 3:59:28	0	749,8	0,00
 3:59:29	0	749,8	0,00
 3:59:30	0	749,8	0,00
 3:59:31	0	749,8	0,00
 3:59:32	0	749,8	0,00
 3:59:33	0	749,8	0,00
 3:59:34	0	749,8	0,00
 3:59:35	0	749,8	0,00
 3:59:36	0	749,8	0,00
 3:59:37	0	749,8	0,00
 3:59:38	0	749,8	0,00
 3:59:39	0	749,8	0,00
 3:59:40	0	749,8	0,00
 3:59:41	0	749,8	0,00
 3:59:42	0	749,8	0,00
 3:59:43	0	749,8	0,00
 3:59:44	0	749,8	0,00
 3:59:45	0	749,8	0,00
 3:59:46	0	749,8	0,00
 3:59:47	0	749,8	0,00
 3:59:48	0	749,8	0,00
 3:59:49	0	749,8	0,00
 3:59:50	0	749,8	0,00
 3:59:51	0	749,8	0,00
 3:59:52	0	749,8	0,00
 3:59:53	0	749,8	0,00
 3:59:54	0	749,8	0,00
 3:59:55	0	749,8	0,00
 3:59:56	0	749,8	0,00
 3:59:57	0	749,8	0,00
 3:59:58	0	749,8	0,00
 3:59:59	0	749,8	0,00
 4:00:00	0	749,8	0,00
 4:00:01	0	749,8	0,00
 4:00:02	0	749,8	0,00
 4:00:03	0	749,8	0,00
 4:00:04	0	749,8	0,00
 4:00:05	0	749,8	0,00
 4:00:06	0	749,8	0,00
 4:00:07	0	749,8	0,00
 4:00:08	0	749,8	0,00
 4:00:09	0	749,8	0,00
 4:00:10	0	749,8	0,00
 4:00:11	0	749,8	0,00
 4:00:12	0	749,8	0,00
 4:00:13	0	749,8	0,00
 4:00:14	0	749,8	0,00
 4:00:15	0	749,8	0,00
 4:00:16	0	749,8	0,00
 4:00:17	0	749,8	0,00
 4:00:18	0	749,8	0,00
 4:00:19	0	749,8	0,00
 4:00:20	0	749,8	0,00
 4:00:21	0	749,8	0,00
 4:00:22	0	749,8	0,00
 4:00:23	0	749,8	0,00
 4:00:24	0	749,8	0,00
 4:00:25	0	749,8	0,00
 4:00:26	0	749,8	0,00
 4:00:27	0	749,8	0,00
 4:00:28	0	749,8	0,00
 4:00:29	0	749,8	0,00
 4:00:30	0	749,8	0,00
 4:00:31	0	749,8	0,00
 4:00:32	0	749,8	0,00
 4:00:33	0	749,8	0,00
 4:00:34	0	749,8	0,00
 4:00:35	0	749,8	0,00
 4:00:36	0	749,8	0,00
 4:00:37	0	749,8	0,00
 4:00:38	0	749,8	0,00
 4:00:39	0	749,8	0,00
 4:00:40	0	749,8	0,00
 4:00:41	0	749,8	0,00
 4:00:42	0	749,8	0,00
 4:00:43	0	749,8	0,00
 4:00:44	0	749,8	0,00
 4:00:45	0	749,8	0,00
 4:00:46	0	749,8	0,00
 4:00:47	0	749,8	0,00
 4:00:48	0	749,8	0,00
 4:00:49	0	749,8	0,00
 4:00:50	0	749,8	0,00
 4:00:51	0	749,8	0,00
 4:00:52	0	749,8	0,00
 4:00:53	0	749,8	0,00
 4:00:54	0	749,8	0,00
 4:00:55	0	749,8	0,00
 4:00:56	0	749,8	0,00
 4:00:57	0	749,8	0,00
 4:00:58	0	749,8	0,00
 4:00:59	0	749,8	0,00
 4:01:00	0	749,8	0,00
 4:01:01	0	749,8	0,00
 4:01:02	0	749,8	0,00
 4:01:03	0	749,8	0,00
 4:01:04	0	749,8	0,00
 4:01:05	0	749,8	0,00
 4:01:06	0	749,8	0,00
 4:01:07	0	749,8	0,00
 4:01:08	0	749,8	0,00
 4:01:09	0	749,8	0,00
 4:01:10	0	749,8	0,00
 4:01:11	0	749,8	0,00
 4:01:12	0	749,8	0,00
 4:01:13	0	749,8	0,00
 4:01:14	0	749,8	0,00
 4:01:15	0	749,8	0,00
 4:01:16	0	749,8	0,00
 4:01:17	0	749,8	0,00
 4:01:18	0	749,8	0,00
 4:01:19	0	749,8	0,00
 4:01:20	0	749,8	0,00
 4:01:21	0	749,8	0,00
 4:01:22	0	749,8	0,00
 4:01:23	0	749,8	0,00
 4:01:24	0	749,8	0,00
 4:01:25	0	749,8	0,00
 4:01:26	0	749,8	0,00
 4:01:27	0	749,8	0,00
 4:01:28	0	749,8	0,00
 4:01:29	0	749,8	0,00
 4:01:30	0	749,8	0,00
 4:01:31	0	749,8	0,00
 4:01:32	0	749,8	0,00
 4:01:33	0	749,8	0,00
 4:01:34	0	749,8	0,00
 4:01:35	0	749,8	0,00
 4:01:36	0	749,8	0,00
 4:01:37	0	749,8	0,00
 4:01:38	0	749,8	0,00
 4:01:39	0	749,8	0,00
 4:01:40	0	749,8	0,00
 4:01:41	0	749,8	0,00
 4:01:42	0	749,8	0,00
 4:01:43	0	749,8	0,00
 4:01:44	0	749,8	0,00
 4:01:45	0	749,8	0,00
 4:01:46	0	749,8	0,00
 4:01:47	0	749,8	0,00
 4:01:48	0	749,8	0,00
 4:01:49	0	749,8	0,00
 4:01:50	0	749,8	0,00
 4:01:51	0	749,8	0,00
 4:01:52	0	749,8	0,00
 4:01:53	0	749,8	0,00
 4:01:54	0	749,8	0,00
 4:01:55	0	749,8	0,00
 4:01:56	0	749,8	0,00
 4:01:57	0	749,8	0,00
 4:01:58	0	749,8	0,00
 4:01:59	0	749,8	0,00
 4:02:00	0	749,8	0,00
 4:02:01	0	749,8	0,00
 4:02:02	0	749,8	0,00
 4:02:03	0	749,8	0,00
 4:02:04	0	749,8	0,00
 4:02:05	0	749,8	0,00
 4:02:06	0	749,8	0,00
 4:02:07	0	749,8	0,00
 4:02:08	0	749,8	0,00
 4:02:09	0	749,8	0,00
 4:02:10	0	749,8	0,00
 4:02:11	0	749,8	0,00
 4:02:12	0	749,8	0,00
 4:02:13	0	749,8	0,00
 4:02:14	0	749,8	0,00
 4:02:15	0	749,8	0,00
 4:02:16	0	749,8	0,00
 4:02:17	0	749,8	0,00
 4:02:18	0	749,8	0,00
 4:02:19	0	749,8	0,00
 4:02:20	0	749,8	0,00
 4:02:21	0	749,8	0,00
 4:02:22	0	749,8	0,00
 4:02:23	0	749,8	0,00
 4:02:24	0	749,8	0,00
 4:02:25	0	749,8	0,00
 4:02:26	0	749,8	0,00
 4:02:27	0	749,8	0,00
 4:02:28	0	749,8	0,00
 4:02:29	0	749,8	0,00
 4:02:30	0	749,8	0,00
 4:02:31	0	749,8	0,00
 4:02:32	0	749,8	0,00
 4:02:33	0	749,8	0,00
 4:02:34	0	749,8	0,00
 4:02:35	0	749,8	0,00
 4:02:36	0	749,8	0,00
